_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
3-1-1 Project,311SERVICE,,
Arena Boards of Management,ARENAS,,1
Assessment Growth - 2005,ASSESSMENT,,
Association of Community Centers,COMMCENTRES,,
Association of Community Centres,COMMCENTRES,,1
Auditor General's Office,AUDITGEN,,1
Capital & Corporate Financing,CORPFINANCING,,
Chief Administrator's Office,CITYMANAGER,,1
Children's Services,CHILDSERV,,1
City Clerk's Office,CLERK,,1
Community Partnership and Investment Program,COMMPARTNER,,
Community Partnership and Investment Program revenue,COMMPARTNERREV,,
Corporate Accounts Community Partnership and Investment Program,COMMPARTNER,,
Corporate Communications,CORPCOMMS,,1
Council,COUNCIL,,1
Court Services,COURTSERV,,1
Culture,CULTURE,,1
Customer & Business Support,BIZSUPPORT,,1
Economic Development,ECONDEV,,1
Economic Recovery,ECONRECOV,,
Emergency Management Plan,EMERGPLAN,,1
Emergency Medical Services,EMERG,,1
Exhibition Place,EXHIBPLACE,,1
Facilities & Real Estate,FACILITIES,,1
Finance,FINANCE,,1
Fire Services,FIRE,,1
Fleet Services,FLEET,,1
Heritage Toronto,HERITAGE,,1
Homes for the Aged,AGEDHOMES,,1
Human Resources,HUMANRESOURCES,,1
Information & Technology,IT,,1
Legal,LEGAL,,1
Mayor's Office,MAYOR,,1
Non Program,NONPROGRAM,,1
Non-Program Expenditures,CORPEXPENDITURES,,
Non-Program Revenues,CORPREVENUES,,
Parking Authority,PARKING,,
Parking Enforcement Unit,PARKINGTAGS,,1
Parks & Recreation,PARKS,,1
Public Health,PUBLICHEALTH,,1
Service Improvement & Innovation,INNOVATION,,1
"Shelter, Housing & Support",SHELTERADMIN,,1
Social Development & Administration,SOCIALDEV,,1
Social Services,SOCIALSERV,,1
Solid Waste Management Services,SOLIDWASTE,,1
Theatres,THEATRES,,1
Toronto & Region Conservation Authority,REGIONCONSERV,,1
Toronto Atmospheric Fund,ATMOSPHERE,,1
Toronto Parking Authority,PARKING,,1
Toronto Police Board,POLICEBOARD,,
Toronto Police Service,POLICE,,
Toronto Police Services(excludes Board),POLICE,,1
Toronto Public Health,PUBLICHEALTH,,
Toronto Public Library,LIBRARY,,1
Toronto Transit Commission - Conventional,TTCCONV,,
Toronto Transit Commission - Wheel Trans,TTCWHEEL,,
Toronto Transit Commission – Conventional,TTCCONV,,
Toronto Transit Commission**,TTCCONV,,1
Toronto Water,WATER,,
Toronto Zoo,ZOO,,1
Total Non-Program Expenditures,CORPEXPENDITURES,,
Total Non-Program Revenues,CORPREVENUES,,
Tourism,TOURISM,,1
Transportation Services,TRANSPORTATION,,1
Urban Development Services,PLANNING,,1
WES - Support Services,SUPPORTSERV,,1
WES - Technical Services,TECH,,1
Yonge Dundas Square,YONGEDUNDAS,,1
Yonge/Dundas Square,YONGEDUNDAS,,
