_META_START_,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuN0I0d2dDano2SVk,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuZW9OVU5sUVZtVDg,
SOURCE_DOCUMENT_TITLE,"City of Toronto Consolidated Financial Statements for the Year Ended December 31, 2002",
SOURCE_DOCUMENT_TABLE_LOCATION,p.4,
SOURCE_DOCUMENT_TABLE_TITLE,n/a,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B0nzg-ld6eh_S01YTGc4cVI0YUE,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Chris,
YEAR,2002,
VERSION,Actual,
ASPECT,Expenses,
NOTES_CONTENT,,
NOTES_SEVERITY,,
UNITS_NAME,Dollar,
UNITS_CODE,DOLLAR,
UNITS_MULTIPLIER,1000,
TOTAL_AMOUNT,7081194,
INTAKE_DATETIME,2016-10-01-21-58-58,
INTAKE_OPERATOR_ID,Chris,
COLUMNS_CATEGORIES,"Expense:CODE,Expense:NAME",
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",
_META_END_,,
COMMUNITY,Community and Neighbourhood Services,1797165
WORKS,Works and Emergency Services,1461866
ECONDEV,"Economic Development, Culture and Tourism",288587
URBANDEV,Urban Development Services,97101
CORPORATE,Corporate Services,304521
FINANCE,Finance,42316
OTHER,Other (Note 11 (a)),405382
AGENCIES,"Agencies, Boards and Commissions (Note 11 (b))",2684256
